Name,Glossary,Rules,内含规则,所属规则
武器,Weapons,,"缠斗武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%BC%A0%E6%96%97%E6%AD%A6%E5%99%A8%201b3d619a067b80588581fae3400f9df8.csv), 刀剑武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%88%80%E5%89%91%E6%AD%A6%E5%99%A8%201b3d619a067b801da1a9e7ac16832999.csv), 打击武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%89%93%E5%87%BB%E6%AD%A6%E5%99%A8%201b3d619a067b80a795d6e5affac6195d.csv), 挥甩武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8C%A5%E7%94%A9%E6%AD%A6%E5%99%A8%201b3d619a067b8015b3c9e3a0bcfee4b2.csv), 长柄武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%95%BF%E6%9F%84%E6%AD%A6%E5%99%A8%201b3d619a067b8002932dca0bf32038c3.csv), 盾牌 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9B%BE%E7%89%8C%201b3d619a067b809fb4a3efeee0ee6b87.csv), 射击武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B0%84%E5%87%BB%E6%AD%A6%E5%99%A8%201b3d619a067b80c69daad16fd44ea01d.csv), 投掷武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8A%95%E6%8E%B7%E6%AD%A6%E5%99%A8%201b3d619a067b801fb4fddae156a1b403.csv), 隔空武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%94%E7%A9%BA%E6%AD%A6%E5%99%A8%201b3d619a067b804d857ec4bdf120ddb2.csv), 弹药 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%BC%B9%E8%8D%AF%201b3d619a067b80a69233f4e32634e075.csv), 异种武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%BC%82%E7%A7%8D%E6%AD%A6%E5%99%A8%201b3d619a067b8014b42acc54d49c41f7.csv), 天生武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%A9%E7%94%9F%E6%AD%A6%E5%99%A8%201b3d619a067b8074bdb4e62b06caebf6.csv)",物品类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%E7%B1%BB%E5%9E%8B%201b3d619a067b8063bc84f2a21508a227.csv)
缠斗武器,Wrestling Weapon,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
刀剑武器,Blade,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
打击武器,Striking Weapon,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
挥甩武器,Whip,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
长柄武器,Pole,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
盾牌,Shield,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
射击武器,Projectile,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
投掷武器,Throwing Weapon,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
隔空武器,Telekinesy,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
弹药,Ammunition,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
异种武器,Exotic Weapon,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
天生武器,Natural Weapon,,,武器 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%201b3d619a067b80529a70eee1166b41ef.csv)
饰品,Accessories,,"耳饰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%80%B3%E9%A5%B0%201b3d619a067b80bba201c51b1cc16cbc.csv), 项链 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A1%B9%E9%93%BE%201b3d619a067b805291a4d91d9bc68a65.csv), 指环 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8C%87%E7%8E%AF%201b3d619a067b8025bd6ec3766196a090.csv), 手环 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%89%8B%E7%8E%AF%201b3d619a067b8077bde4e958125cf8d3.csv), 手套 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%89%8B%E5%A5%97%201b3d619a067b80d196efec271b1054a2.csv), 足饰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B6%B3%E9%A5%B0%201b3d619a067b8009b830da9202d6ecd9.csv), 腰饰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%85%B0%E9%A5%B0%201b3d619a067b80e8b380d4c610a73481.csv), 尾饰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B0%BE%E9%A5%B0%201b3d619a067b80ddbb04c2c4dacaf84b.csv), 披肩 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%8A%AB%E8%82%A9%201b3d619a067b8031a324dbd397f4a811.csv), 服装 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9C%8D%E8%A3%85%201b3d619a067b80c4b1b1f430eb6f08e8.csv), 妆饰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A6%86%E9%A5%B0%201b3d619a067b80abae7ecfc0309b29d2.csv), 配饰 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%85%8D%E9%A5%B0%201b3d619a067b80ddbc71f93b8a7d020f.csv), 异种饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%BC%82%E7%A7%8D%E9%A5%B0%E5%93%81%201b3d619a067b80f9b4b4d459fb90481f.csv)",物品类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%E7%B1%BB%E5%9E%8B%201b3d619a067b8063bc84f2a21508a227.csv)
耳饰,Earpiece,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
项链,Necklace,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
指环,Ring,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
手环,Armband,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
手套,Gloves,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
足饰,Footwear,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
腰饰,Waistband,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
尾饰,Tailpiece,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
披肩,Cape,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
服装,Costume,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
妆饰,Adornment,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
配饰,Attachment,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
异种饰品,Exotic Accessory,,,饰品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%B0%E5%93%81%201b3d619a067b8007b62ec0597aadddb2.csv)
其他物品,Miscellaneous,,"食物 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A3%9F%E7%89%A9%201b3d619a067b808f8beafe180e8eb22f.csv), 饮料 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%AE%E6%96%99%201b3d619a067b80f1bb44dd1a6cee8a70.csv), 药物 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%8D%AF%E7%89%A9%201b3d619a067b80e980e1edf00e99ffcf.csv), 文件 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%96%87%E4%BB%B6%201b3d619a067b8015973cdf3f7bb01efd.csv), 工具 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B7%A5%E5%85%B7%201b3d619a067b802194bffe0ae651c2a8.csv), 附件 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%99%84%E4%BB%B6%201b3d619a067b80afb607ca3f2408b0e6.csv), 材料 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9D%90%E6%96%99%201b3d619a067b802d906eee05dfa4d440.csv), 货币 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B4%A7%E5%B8%81%201b3d619a067b808a86bcdecfe49ffd7a.csv), 杂物 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9D%82%E7%89%A9%201b3d619a067b80fdb77edd75c6e312a4.csv)",物品类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%E7%B1%BB%E5%9E%8B%201b3d619a067b8063bc84f2a21508a227.csv)
食物,Food,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
饮料,Beverage,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
药物,Medicine,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
文件,Document,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
工具,Tool,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
附件,Addon,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
材料,Ingredient,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
货币,Currency,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
杂物,Sundry,,,其他物品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%85%B6%E4%BB%96%E7%89%A9%E5%93%81%201b3d619a067b80a5a28af4625474cc02.csv)
魔法物品,Magical Items,扩展,,物品类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%E7%B1%BB%E5%9E%8B%201b3d619a067b8063bc84f2a21508a227.csv)
唯一物品,Unique Items,,,物品类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E5%93%81%E7%B1%BB%E5%9E%8B%201b3d619a067b8063bc84f2a21508a227.csv)
先手,Initiative,,,瞬息过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9E%AC%E6%81%AF%E8%BF%87%E7%A8%8B%201b3d619a067b80aaa52efa8a891fe3ad.csv)
轮,Rounds,,回合 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9B%9E%E5%90%88%201b3d619a067b80d5b828fcef065cc971.csv),瞬息过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9E%AC%E6%81%AF%E8%BF%87%E7%A8%8B%201b3d619a067b80aaa52efa8a891fe3ad.csv)
回合,Turns,,,轮 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BD%AE%201b3d619a067b80aeb62df5a99bfb8a82.csv)
机动,Action Points,,最大机动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9C%80%E5%A4%A7%E6%9C%BA%E5%8A%A8%201b3d619a067b8073ac38ff16c607c6a2.csv),瞬息过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9E%AC%E6%81%AF%E8%BF%87%E7%A8%8B%201b3d619a067b80aaa52efa8a891fe3ad.csv)
最大机动,Maximum Action Points,,,机动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%9C%BA%E5%8A%A8%201b3d619a067b80ae8db3fa0eb0eb24d8.csv)
战术行动,Tactical Action,,长期行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%95%BF%E6%9C%9F%E8%A1%8C%E5%8A%A8%201b3d619a067b80969c30d63ae5cf624a.csv),行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%8C%E5%8A%A8%201b5d619a067b80358481f4e8946e320c.csv)
应对行动,Reaction,,连锁应对 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%9E%E9%94%81%E5%BA%94%E5%AF%B9%201b3d619a067b80fa80a9c62beee3bdf4.csv),行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%8C%E5%8A%A8%201b5d619a067b80358481f4e8946e320c.csv)
附加行动,Additive Action,,,行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%8C%E5%8A%A8%201b5d619a067b80358481f4e8946e320c.csv)
长期行动,Long-term Action,,,战术行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%88%98%E6%9C%AF%E8%A1%8C%E5%8A%A8%201b3d619a067b8051b6eaffd160aee01c.csv)
连锁应对,Chain Reactions,,,应对行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%BA%94%E5%AF%B9%E8%A1%8C%E5%8A%A8%201b3d619a067b80b1ad0bf551ab8120e2.csv)
步,Gradus,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
掌,Palmus,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
指,Digitus,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
相邻,Adjacence,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
方格地图,Grid Map,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
六边格地图,Hexagon Map,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
无网格地图,Gridless Map,,,测距 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B5%8B%E8%B7%9D%201b3d619a067b808aa10ff243fe1f283a.csv)
射线,Ray,,,区域 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8C%BA%E5%9F%9F%201b3d619a067b8095b834d727f12aea21.csv)
曲线,Curve,,,区域 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8C%BA%E5%9F%9F%201b3d619a067b8095b834d727f12aea21.csv)
圆形,Disc,,,区域 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8C%BA%E5%9F%9F%201b3d619a067b8095b834d727f12aea21.csv)
扇形,Sector,,,区域 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8C%BA%E5%9F%9F%201b3d619a067b8095b834d727f12aea21.csv)
环形,Ring,,,区域 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8C%BA%E5%9F%9F%201b3d619a067b8095b834d727f12aea21.csv)
朝向,Direction,扩展,,方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%96%B9%E4%BD%8D%201b3d619a067b80528c99ca3c22e06079.csv)
水平方位,Horizontal Position,扩展,"正面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A3%E9%9D%A2%201b3d619a067b8014be31cefe30ea62cc.csv), 侧面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BE%A7%E9%9D%A2%201b3d619a067b806a925ac1f0222c09f4.csv), 背面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%8C%E9%9D%A2%201b3d619a067b80349bc9c865da183279.csv)",方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%96%B9%E4%BD%8D%201b3d619a067b80528c99ca3c22e06079.csv)
正面,Front,扩展,前方 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%89%8D%E6%96%B9%201b3d619a067b80b098dee3f93b18dfbe.csv),水平方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B0%B4%E5%B9%B3%E6%96%B9%E4%BD%8D%201b3d619a067b807e9bb5f4673d53deff.csv)
前方,Frontage,扩展,,正面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A3%E9%9D%A2%201b3d619a067b8014be31cefe30ea62cc.csv)
侧面,Flank,扩展,"左侧 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B7%A6%E4%BE%A7%201b3d619a067b8018851ac23b08096496.csv), 右侧 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8F%B3%E4%BE%A7%201b3d619a067b80a18683c01bb46b5e06.csv)",水平方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B0%B4%E5%B9%B3%E6%96%B9%E4%BD%8D%201b3d619a067b807e9bb5f4673d53deff.csv)
左侧,Left Side,扩展,,侧面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BE%A7%E9%9D%A2%201b3d619a067b806a925ac1f0222c09f4.csv)
右侧,Right Side,扩展,,侧面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BE%A7%E9%9D%A2%201b3d619a067b806a925ac1f0222c09f4.csv)
背面,Rear,扩展,后方 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%90%8E%E6%96%B9%201b3d619a067b80279e18ecc2c116151c.csv),水平方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%B0%B4%E5%B9%B3%E6%96%B9%E4%BD%8D%201b3d619a067b807e9bb5f4673d53deff.csv)
后方,Backside,扩展,,背面 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%8C%E9%9D%A2%201b3d619a067b80349bc9c865da183279.csv)
垂直方位,Vertical Position,扩展,"上方 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%8A%E6%96%B9%201b3d619a067b80b18dfbf3c1581e855b.csv), 等高 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AD%89%E9%AB%98%201b3d619a067b80fd88eacdf8a0dd9e20.csv), 下方 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%8B%E6%96%B9%201b3d619a067b80f5a23afb61be3d9890.csv)",方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%96%B9%E4%BD%8D%201b3d619a067b80528c99ca3c22e06079.csv)
上方,Above,扩展,,垂直方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9E%82%E7%9B%B4%E6%96%B9%E4%BD%8D%201b3d619a067b8028855ac8dd03411e8c.csv)
等高,Accord,扩展,,垂直方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9E%82%E7%9B%B4%E6%96%B9%E4%BD%8D%201b3d619a067b8028855ac8dd03411e8c.csv)
下方,Below,扩展,,垂直方位 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%9E%82%E7%9B%B4%E6%96%B9%E4%BD%8D%201b3d619a067b8028855ac8dd03411e8c.csv)
发现,Spotting,,,感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv)
干扰感知,Interferring,,,感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv)
遮蔽,Cover,,,隐藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%90%E8%97%8F%201b3d619a067b8044af06fbca7a2bde60.csv)
隐藏,Hiding,,遮蔽 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%81%AE%E8%94%BD%201b3d619a067b80778e34f8b386199a77.csv),感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv)
